id,name,birth_year,death_year,id,name,birth_year,death_year
,,,,person__6657,"Clair, René",1898,1981
,,,,person__6664,"Clausen, Ernst Alexander",1861,1912
,,,,person__6672,"Cobbett, Walter Wilson",1847,1937
,,,,person__6684,"Conrad, Heinrich",1866,1918
,,,,person__6686,"Conrad, Joseph",1857,1924
,,,,person__6691,"Conscience, Hendrik",1812,1883
,,,,person__6694,"Conway, Jack",1887,1952
,,,,person__6699,"Cook, Frederick Albert",1865,1940
,,,,person__6704,"Cornelius, Peter",1824,1874
,,,,person__6707,"Costenoble, Carl Ludwig",1769,1837
,,,,person__6711,"Coudenhove, Paula von",1863,1934
,,,,person__6720,"Coward, Noël Peirce",1899,1973
,,,,person__6725,"Crosland, Alan",1894,1936
,,,,person__6728,"Crouse, Russel",1893,1966
,,,,person__6732,"Cserépy, Arzén von",1881,1946
,,,,person__6734,"Cummings, Irving",1888,1959
,,,,person__6766,"Davies, Fanny",1861,1934
,,,,person__6770,"Degischer, Vilma",1911,1992
,,,,person__6773,"Dehio, Georg",1850,1932
,,,,person__6776,"Dehne, Robert",1876,1936
,,,,person__6782,"Delius, Frederick",1862,1934
,,,,person__6786,"Delmont, Joseph",1873,1935
,,,,person__6798,"Dessauer, Wilhelm",1882,1943
,,,,person__6801,"Deutsch, Felix",1858,1928
,,,,person__6804,"Deutsch, Max",1892,1982
,,,,person__6813,"Didring, Ernst",1868,1931
,,,,person__6827,"Dilthey, Wilhelm",1833,1911
,,,,person__6841,"Doposcheg-Schwabenau, Agathe",1857,1950
,,,,person__6843,"Doppler, Franz",1821,1883
,,,,person__6846,"Doré, Gustave",1832,1883
,,,,person__6852,"Dovsky, Beatrice",1866,1923
,,,,person__6863,"Dreyer, Carl Theodor",1889,1968
,,,,person__6866,"Drinkwater, John",1882,1937
,,,,person__6871,"Droucker, Sandra",1876,1000
,,,,person__6874,"Du Bois-Reymond, Emil Heinrich",1818,1896
,,,,person__6876,"Dukas, Paul",1865,1935
,,,,person__6883,"Dupont, Ewald André",1891,1956
,,,,person__6887,"Durand, Jean",1882,1946
,,,,person__6889,"Duschinsky, Richard",1897,1000
,,,,person__6892,"Duval, Georges",1847,1919
,,,,person__6895,"Duvernois, Henri",1875,1937
,,,,person__6898,"Duvivier, Julien",1896,1967
,,,,person__6902,"Dymow, Ossip",1878,1959
,,,,person__6913,"Ebart, Paul J. von",1855,1936
,,,,person__6917,"Ebbs, Helmuth",1894,1970
,,,,person__6920,"Ebermayer, Erich",1900,1970
,,,,person__6931,"Eger, Rudolf",1885,1965
,,,,person__6939,"Ehnn, Bertha",1847,1932
,,,,person__6944,"Ehrens, Arthur",1879,1919
,,,,person__6947,"Ehrenstein, Gisela von",1857,1932
,,,,person__6950,"Ehrmann, Salomon",1854,1926
,,,,person__6954,"Eichberg, Richard Albert",1888,1952
,,,,person__6957,"Eidlitz, Karl",1894,1981
,,,,person__6960,"Eipper, Paul",1891,1964
,,,,person__6972,"Eisler, Adolf",1877,1945
,,,,person__6978,"Eisner, Bruno",1884,1978
,,,,person__6981,"Ekman, Gösta",1890,1938
,,,,person__6984,"Elfeld, Christian Sigismund",1860,1936
,,,,person__6987,"Elssler, Fanny",1810,1884
,,,,person__6990,"Elster, Hanns Martin",1888,1983
,,,,person__6993,"Emo, E. W.",1898,1975
,,,,person__6997,"Engel, Erich",1891,1966
,,,,person__7003,"Engelmann, Guido",1876,1958
,,,,person__7006,"Eppinger, Hans",1879,1946
,,,,person__7014,"Epstein, Julius",1832,1926
,,,,person__7018,"Erdmann-Jesnitzer, Friedrich",1854,1906
,,,,person__7021,"Erlanger, Camille",1863,1919
,,,,person__7024,"Ertler, Bruno",1889,1927
,,,,person__7036,"Eulenburg, Philipp von",1847,1921
,,,,person__7040,"Ewald, Carl",1865,1950
,,,,person__7054,"Faber, Hermann",1860,1000
,,,,person__7056,"Fabricius, Jan",1871,1964
,,,,person__7061,"Faguet, Émile",1847,1916
,,,,person__7065,"Fahrbach, Philipp",1843,1894
,,,,person__7068,"Fairbanks, Douglas",1883,1939
,,,,person__7079,"Fanck, Arnold",1889,1974
,,,,person__7092,"Fechner, August Michael",1853,1934
,,,,person__7109,"Felder, Franz Michael",1839,1869
,,,,person__7113,"Fellinger, Richard Josef",1872,1952
,,,,person__7118,"Ferner, Max",1881,1940
,,,,person__7130,"Feuermann, Emanuel",1902,1942
,,,,person__7138,"Field, John",1782,1837
,,,,person__7156,"Fitzmaurice, George",1885,1940
,,,,person__7159,"Fitzner, Rudolf",1868,1934
,,,,person__7170,"Fleg, Edmond",1874,1963
,,,,person__7173,"Fleischer, Richard",1849,1937
,,,,person__7176,"Fleischer, Victor",1882,1951
,,,,person__7178,"Fleming, Victor",1883,1949
,,,,person__7183,"Flesch, Carl",1873,1944
,,,,person__7187,"Floerke, Hanns",1875,1944
,,,,person__7189,"Foerster, Josef Bohuslav",1859,1951
,,,,person__7200,"Franck, Harry Alverson",1881,1962
,,,,person__7205,"Frank, Kathi",1847,1918
,,,,person__7222,"Franzos, Ottilie",1856,1932
,,,,person__7225,"Freisler, Fritz",1881,1955
,,,,person__7232,"Frenzel, Karl",1827,1914
,,,,person__7235,"Freud, Anna",1895,1982
,,,,person__7238,"Freund, Julius",1862,1914
,,,,person__7241,"Freund, Marya",1876,1966
,,,,person__7244,"Frey, Alexander Moritz",1881,1957
,,,,person__7250,"Friedberg, Carl",1872,1955
,,,,person__7253,"Friedmann, Alfred",1845,1923
,,,,person__7260,"Friedmann, Siegwart",1842,1916
,,,,person__7269,"Frisch, Efraim",1873,1942
,,,,person__7273,"Frischauer, Paul",1898,1977
,,,,person__7276,"Froelich, Carl",1875,1953
,,,,person__7279,"Fromentin, Eugène",1820,1876
,,,,person__7280,"Fronz, Oskar",1861,1925
,,,,person__7292,"Fuchs, Otto",1852,1930
,,,,person__7300,"Förster-Streffleur, Rudolf von",1864,1946
,,,,person__7303,"Füger, Friedrich Heinrich",1751,1818
,,,,person__7307,"Fülöp-Miller, René",1891,1963
,,,,person__7312,"Fürst, Rudolf",1868,1922
,,,,person__7315,"Fürstenberg, Maximilian Egon von",1863,1941
,,,,person__7320,"Fürth, Jacob",1864,1932
,,,,person__7323,"Gad, Urban",1879,1947
,,,,person__7331,"Galliny, Florentine",1845,1913
,,,,person__7334,"Gallone, Carmine",1886,1973
,,,,person__7344,"Gance, Abel",1889,1981
,,,,person__7350,"Gasquet, Joachim",1873,1921
,,,,person__7356,"Gaynor, Janet",1906,1984
,,,,person__7363,"Geijerstam, Gustaf af",1858,1909
,,,,person__7367,"Geller, Oscar Ladislaus",1863,1000
,,,,person__7370,"Genina, Augusto",1892,1957
,,,,person__7373,"Genée, Rudolf",1824,1914
,,,,person__7383,"Gerhardt, Elena",1883,1961
,,,,person__7386,"Gerstäcker, Friedrich",1816,1872
,,,,person__7389,"Gessner, Adrienne",1896,1987
,,,,person__7393,"Gessner, August",1880,1000
,,,,person__7395,"Geyer, Georg",1857,1936
,,,,person__7405,"Giedion, Sigfried",1888,1968
,,,,person__7408,"Giesrau, Theodor",1829,1898
,,,,person__7421,"Glaeser, Ernst",1902,1963
,,,,person__7425,"Gleize, Maurice",1898,1974
,,,,person__7427,"Gliese, Rochus",1891,1978
,,,,person__7436,"Glück, Oskar",1887,1000
,,,,person__7445,"Godowsky, Leopold",1870,1938
,,,,person__7449,"Godwin, Catherina",1884,1958
,,,,person__7452,"Goethe, Katharina Elisabeth",1731,1808
,,,,person__7455,"Goethe, Ottilie von",1796,1872
,,,,person__7456,"Goetz, Curt",1888,1960
,,,,person__7460,"Goetz, Wolfgang",1885,1955
,,,,person__7467,"Goldberg, Heinz",1891,1969
,,,,person__7473,"Goldschmidt, Alfons",1879,1940
,,,,person__7478,"Goldstein, Moritz",1880,1977
,,,,person__7499,"Gottwald, Fritz",1896,1945
,,,,person__7503,"Goulding, Edmund",1891,1959
,,,,person__7506,"Grabein, Paul",1869,1945
,,,,person__7509,"Gracián y Morales, Baltasar",1601,1658
,,,,person__7514,"Grailich, Elsa",1880,1969
,,,,person__7518,"Granach, Alexander",1890,1945
,,,,person__7522,"Granichstaedten, Bruno",1879,1944
,,,,person__7525,"Gregor, Joseph",1888,1960
,,,,person__7535,"Grieg, Edvard Hagerup",1843,1907
,,,,person__7539,"Grimm, Hans",1875,1959
,,,,person__7543,"Groddeck, Georg",1866,1934
,,,,person__7551,"Gronemann, Sammy",1875,1952
,,,,person__7555,"Gropius, Walter",1883,1969
,,,,person__7565,"Grunwald, Willy",1870,1945
,,,,person__7568,"Gräffer, Franz",1785,1852
,,,,person__7571,"Grümmer, Paul",1879,1965
,,,,person__7591,"Grünwald, Paul",1876,1925
,,,,person__7594,"Guggenheim, Werner Johannes",1895,1946
,,,,person__7605,"Gura, Eugen",1842,1906
,,,,person__7610,"Gurschner, Alice",1869,1944
,,,,person__7613,"Guter, Johannes",1882,1967
,,,,person__7616,"Guttmann, Richard",1884,1923
,,,,person__7619,"Gysae, Otto",1877,1947
,,,,person__7624,"Görner, Karl August",1806,1884
,,,,person__7636,"Hablik, Wenzel",1881,1934
,,,,person__7652,"Hahn, Rudolf",1815,1889
,,,,person__7656,"Haid, Liane",1895,2000
,,,,person__7669,"Halm, August",1869,1929
,,,,person__7678,"Hansen, Conrad",1906,2002
,,,,person__7682,"Hansen, Max",1897,1961
,,,,person__7685,"Hanslik, Erwin",1880,1940
,,,,person__7688,"Hanus, Heinz",1882,1972
,,,,person__7689,"Harden-Rauch, Philipp",1892,1981
,,,,person__7697,"Harlan, Walter",1867,1931
,,,,person__7704,"Hartmann, Friedrich",1900,1972
,,,,person__7713,"Hartung, Gustav",1887,1946
,,,,person__7726,"Hassreiter, Josef",1845,1940
,,,,person__7740,"Hausmann, Manfred",1898,1986
,,,,person__7743,"Hayes, Roland",1887,1976
,,,,person__7747,"Hecht, Ben",1894,1964
,,,,person__7750,"Hedin, Sven",1865,1952
,,,,person__7753,"Heer, Jakob Christoph",1859,1925
,,,,person__7758,"Heerman, Victor",1893,1977
,,,,person__7761,"Hegner, Jakob",1882,1962
,,,,person__7764,"Heidt, Karl Maria",1866,1901
,,,,person__7774,"Heller, Ludwig",1872,1919
,,,,person__7777,"Hellmer, Arthur",1880,1961
,,,,person__7781,"Helm, Brigitte",1906,1996
,,,,person__7787,"Henne am Rhyn, Otto",1828,1914
,,,,person__7791,"Hennet, Leopold von",1876,1950
,,,,person__7798,"Herold, Franz",1854,1943
,,,,person__7802,"Hertz, Alfred ",1872,1942
,,,,person__7808,"Herz, Emil",1877,1971
,,,,person__7813,"Herz, Max",1865,1956
,,,,person__7816,"Herz, Peter",1895,1987
,,,,person__7819,"Herzfeld, Karl August",1861,1926
,,,,person__7832,"Hess, Leo",1879,1000
,,,,person__7838,"Hessel, Franz",1880,1941
,,,,person__7842,"Heuberger, Edmund",1883,1962
,,,,person__7846,"Heydt, Eduard von der",1882,1964
,,,,person__7849,"Heymann, Robert",1879,1963
,,,,person__7855,"Heymel, Alfred Walter von",1878,1914
,,,,person__7866,"Hinterhofer, Grete",1899,1985
,,,,person__7869,"Hirsch, Albert",1841,1928
,,,,person__7872,"Hirschel, Hermann",1848,1900
,,,,person__7879,"Hitchcock, Alfred",1899,1980
,,,,person__7885,"Hodges, Horace",1865,1951
,,,,person__7889,"Hoffmann, Anton",1863,1938
,,,,person__7897,"Holberg, Ludvig",1684,1754
,,,,person__7900,"Holländer, Hans",1899,1986
,,,,person__7902,"Holt, Evelyn",1908,2001
,,,,person__7908,"Hopfen, Hans von",1835,1904
,,,,person__7911,"Horn, W. O. von",1798,1867
,,,,person__7914,"Horovitz, Armin",1880,1965
,,,,person__7916,"Horowitz, Vladimir",1903,1989
,,,,person__7920,"Huber, Rudolf",1879,1960
,,,,person__7923,"Hufeland, Christoph Wilhelm von",1762,1836
,,,,person__7927,"Hugon, André",1886,1960
,,,,person__7938,"Huttig, Alfred",1882,1952
,,,,person__7949,"Hémon, Louis",1880,1913
,,,,person__7957,"Hölder, Alfred von",1835,1915
,,,,person__7961,"Hönigswald, Nelly",1867,1000
,,,,person__7964,"Ichheiser, Gustav",1897,1000
,,,,person__7976,"Impekoven, Niddy",1904,2002
,,,,person__7980,"Itten, Johannes",1888,1967
,,,,person__7987,"Jacobi, Bernhard von",1880,1914
,,,,person__7991,"Jacobi, Jolande",1890,1973
,,,,person__7994,"Jacques, Norbert",1880,1954
,,,,person__8001,"Jahnn, Hans Henny",1894,1959
,,,,person__8009,"Janssen, Julia",1900,1982
,,,,person__8016,"Jarno, Georg",1868,1920
,,,,person__8019,"Jehle, Ludwig",1871,1939
,,,,person__8023,"Jensen, Paul",1850,1931
,,,,person__8033,"Johst, Hanns",1890,1978
,,,,person__8038,"Jolson, Al",1886,1950
,,,,person__8045,"Jouvet, Louis",1887,1951
,,,,person__8049,"Joyce, James",1882,1941
,,,,person__8052,"Jung, Rudolf",1882,1958
,,,,person__8060,"Kafka, Franz",1883,1924
,,,,person__8064,"Kahn, Harry",1883,1970
,,,,person__8072,"Kahn, Robert August",1865,1951
,,,,person__8076,"Kainer, Ludwig",1885,1967
,,,,person__8078,"Kainz, Friedrich",1897,1977
,,,,person__8092,"Kalckreuth, Leopold von",1855,1928
,,,,person__8096,"Kamare, Stephan von",1885,1945
,,,,person__8099,"Kammerer, Paul",1880,1926
,,,,person__8102,"Kandinsky, Wassily",1866,1944
,,,,person__8119,"Kartousch, Louise",1886,1964
,,,,person__8121,"Kasimir, Luigi",1881,1962
,,,,person__8128,"Kauder, Hugo",1888,1972
,,,,person__8137,"Kaufmann, Fritz",1889,1000
,,,,person__8139,"Kaufmann-Asser, Wilhelm von",1888,1959
,,,,person__8142,"Kaup, Ignaz",1870,1944
,,,,person__8149,"Kautsky, Benedikt",1894,1960
,,,,person__8155,"Keaton, Buster",1895,1966
,,,,person__8159,"Kehm, Albert",1881,1961
,,,,person__8163,"Keindorff, Eberhard",1902,1975
,,,,person__8175,"Kerausch, Josef",1859,1934
,,,,person__8179,"Kerner von Marilaun, Anton",1831,1898
,,,,person__8188,"Kerst, Friedrich",1870,1961
,,,,person__8190,"Keyserling, Hermann von",1880,1946
,,,,person__8198,"Kilian, Eugen",1862,1925
,,,,person__8201,"Kinz, Franziska",1897,1980
,,,,person__8208,"Kirchhoff, Walter",1879,1951
,,,,person__8217,"Klaren, Georg C.",1900,1962
,,,,person__8221,"Klee, Paul",1879,1940
,,,,person__8226,"Kleiber, Karl",1838,1902
,,,,person__8230,"Klein, Bruno",1879,1000
,,,,person__8240,"Klemm, Wilhelm",1881,1968
,,,,person__8243,"Klenau, Paul August von",1883,1946
,,,,person__8249,"Kloeke, Gesinus Gerhardus",1887,1963
,,,,person__8253,"Klopfer, Carl Eduard",1865,1000
,,,,person__8255,"Klose, Friedrich",1862,1942
,,,,person__8263,"Knappertsbusch, Hans",1888,1965
,,,,person__8270,"Koebner, Franz Wolfgang",1887,1978
,,,,person__8273,"Koester, Reinhard",1885,1956
,,,,person__8285,"Konrath, Anton",1888,1981
,,,,person__8299,"Korda, Zoltan",1895,1961
,,,,person__8305,"Kornfeld, Sigmund",1859,1927
,,,,person__8319,"Kracauer, Siegfried",1889,1966
,,,,person__8326,"Kral, August",1869,1953
,,,,person__8336,"Krauss, Werner",1884,1959
,,,,person__8340,"Krausz, Wilhelm Viktor",1878,1959
,,,,person__8344,"Kreidl, Alois",1864,1928
,,,,person__8351,"Kroepelin, Herman",1874,1946
,,,,person__8355,"Krojanker, Gustav",1891,1945
,,,,person__8357,"Kronburg, Sascha",1893,1000
,,,,person__8360,"Kronfeld, Adolf",1861,1938
,,,,person__8372,"Kupelwieser, Paul",1843,1919
,,,,person__8375,"Kurt, Melanie",1880,1941
,,,,person__8378,"Kurz, Hermann",1813,1873
,,,,person__8382,"Kurz, Selma",1874,1933
,,,,person__8386,"Kyser, Hans",1882,1940
,,,,person__8396,"Körner, Josef",1888,1950
,,,,person__8400,"Küchler, Walther",1877,1953
,,,,person__8404,"Kühn, Hugo",1878,1000
,,,,person__8407,"Kühn, Louis",1816,1908
,,,,person__8410,"Kühn, Paul",1866,1912
,,,,person__8414,"La Rocque, Rod",1896,1969
,,,,person__8418,"Laemmle, Carl",1867,1939
,,,,person__8426,"Lahm, Karl",1877,1960
,,,,person__8433,"Lamac, Carl",1897,1952
,,,,person__8441,"Lamberg, Josef",1852,1940
,,,,person__8452,"Landau, Lola",1892,1990
,,,,person__8455,"Landsberg, Hans",1875,1920
,,,,person__8458,"Lang, Eduard",1841,1916
,,,,person__8466,"Lang, Fritz",1890,1976
,,,,person__8475,"Langner, Lawrence",1890,1962
,,,,person__8479,"Laqueur, Ernst",1880,1947
,,,,person__8482,"Larisch-Wallersee, Marie Louise von",1858,1940
,,,,person__8485,"Larsson, Carl Olof",1853,1919
,,,,person__8489,"Laske, Oskar",1874,1951
,,,,person__8495,"Latour, Theodor Franz von",1780,1848
,,,,person__8498,"Latzko, Ernst",1885,1957
,,,,person__8504,"Lauckner, Rolf",1887,1954
,,,,person__8511,"Laufs, Carl",1858,1900
,,,,person__8518,"Lederer, Hugo",1871,1940
,,,,person__8522,"Lee, Rowland V.",1891,1975
,,,,person__8527,"Leembruggen, Ilse",1873,1961
,,,,person__8540,"Lehmann, Lotte",1888,1976
,,,,person__8545,"Lehmbruck, Wilhelm",1881,1919
,,,,person__8549,"Lehnert, Julius",1871,1962
,,,,person__8559,"Leisching, Julius",1865,1933
,,,,person__8562,"Leisner, Emmi",1885,1958
,,,,person__8565,"Lemmermayer, Fritz",1857,1932
,,,,person__8568,"Lemonnier, Camille",1844,1913
,,,,person__8571,"Lennartz, Elisabeth",1902,2001
,,,,person__8576,"Lenormand, Henri-René",1882,1951
,,,,person__8582,"Leonard, Lotte",1884,1976
,,,,person__8585,"Leonard, Robert Z.",1889,1968
,,,,person__8592,"Lerch, Fred Louis",1902,1985
,,,,person__8599,"Lesser, Jonas",1895,1968
,,,,person__8602,"Lettinger, Rudolf",1865,1937
,,,,person__8612,"Lewisohn, Ludwig",1883,1955
,,,,person__8616,"Leyhausen, Wilhelm",1887,1953
,,,,person__8619,"Liebesny, Paul",1881,1000
,,,,person__8621,"Liebieg, Theodor von",1872,1939
,,,,person__8628,"Liedtke, Harry",1882,1945
,,,,person__8632,"Lienhard, Friedrich",1865,1929
,,,,person__8636,"Liepmann, Klaus",1907,1990
,,,,person__8640,"Liepmann, Wilhelm",1878,1939
,,,,person__8642,"Ligne, Charles Joseph von",1735,1814
,,,,person__8645,"Lilien, Ephraim Mose",1874,1925
,,,,person__8649,"Lind, Alfred",1879,1959
,,,,person__8654,"Lind, Emil",1872,1948
,,,,person__8657,"Lindau, Rudolf",1829,1910
,,,,person__8671,"Lipmann, Otto",1880,1933
,,,,person__8683,"Litvak, Anatole",1902,1974
,,,,person__8687,"Lloyd, Harold",1893,1971
,,,,person__8691,"Loewe, Carl",1796,1869
,,,,person__8695,"Loewenstein, Ernst",1878,1950
,,,,person__8699,"London, Jack",1876,1916
,,,,person__8703,"Lonsdale, Frederick",1881,1954
,,,,person__8716,"Lorenz, Hans",1873,1934
,,,,person__8719,"Louÿs, Pierre Louis",1870,1925
,,,,person__8752,"Löwenstein, Hans Otto",1881,1931
,,,,person__8756,"Lübbe, Axel",1880,1963
,,,,person__8761,"Maassen, Friedrich",1823,1900
,,,,person__8765,"MacArthur, Charles",1895,1964
,,,,person__8770,"Mader, Raoul",1856,1940
,,,,person__8773,"Madsen, Harald",1890,1949
,,,,person__8778,"Mahlmann, Siegfried August",1771,1826
,,,,person__8788,"Malasomma, Nunzio",1894,1974
,,,,person__8792,"Manheimer, Victor",1877,1942
,,,,person__8801,"Mannaberg, Julius",1860,1941
,,,,person__8808,"Marburg, Otto",1874,1948
,,,,person__8815,"Marcuse, Julian",1862,1000
,,,,person__8823,"Maroff, Hilde",1904,1984
,,,,person__8829,"Marteau, Henri",1874,1934
,,,,person__8836,"Marti, Hugo",1893,1937
,,,,person__8838,"Martin, Karl-Heinz",1886,1948
,,,,person__8845,"Marx, Joseph",1882,1964
,,,,person__8855,"Mattl-Löwenkreuz, Emanuela von",1876,1952
,,,,person__8856,"Maugham, William Somerset",1874,1965
,,,,person__8860,"Maurel, Victor",1848,1923
,,,,person__8864,"Maurois, André",1885,1967
,,,,person__8868,"May, Joe",1880,1954
,,,,person__8876,"Mayer, Carl",1894,1944
,,,,person__8879,"Mayr, Richard",1848,1915
,,,,person__8883,"Medelsky, Hermine",1884,1940
,,,,person__8889,"Meinhard, Carl",1875,1949
,,,,person__8895,"Meller, Rose",1902,1960
,,,,person__8897,"Melville, Herman",1819,1891
,,,,person__8900,"Mendes, Lothar",1894,1974
,,,,person__8903,"Menger, Karl",1902,1985
,,,,person__8906,"Menjou, Adolphe",1890,1963
,,,,person__8915,"Messchaert, Johan",1857,1922
,,,,person__8919,"Metz, Josefa",1871,1941
,,,,person__8922,"Meyer, Ernst",1887,1930
,,,,person__8927,"Meyer, Hans Horst",1853,1939
,,,,person__8942,"Milhaud, Darius",1892,1974
,,,,person__8945,"Milstein, Nathan",1903,1992
,,,,person__8952,"Mises, Ludwig von",1881,1973
,,,,person__8958,"Mittler, Otto",1888,1957
,,,,person__8960,"Mohr, Max",1891,1944
,,,,person__8962,"Molden, Ernst",1886,1953
,,,,person__8965,"Molo, Walter von",1880,1958
,,,,person__8968,"Monti, Alois",1839,1909
,,,,person__8972,"Morand, Paul",1888,1976
,,,,person__8984,"Muhr, Adelbert",1896,1977
,,,,person__8990,"Murnau, Friedrich Wilhelm",1888,1931
,,,,person__8994,"Musil, Robert",1880,1942
,,,,person__9006,"Müller, Paula",1882,1000
,,,,person__9018,"Nathansen, Henri",1868,1944
,,,,person__9023,"Naumann, Friedrich",1860,1919
,,,,person__9027,"Neal, Max",1865,1941
,,,,person__9030,"Nebehay, Gustav",1881,1935
,,,,person__9033,"Necker, Moritz",1857,1915
,,,,person__9036,"Negri, Pola",1897,1987
,,,,person__9045,"Neitzel, Otto",1852,1920
,,,,person__9049,"Nelson, Rudolf",1878,1960
,,,,person__9052,"Neppach, Robert",1890,1939
,,,,person__9054,"Nesmüller, Ferdinand",1818,1895
,,,,person__9058,"Neufeld, Max",1887,1000
,,,,person__9062,"Neugebauer, Alfred",1888,1957
,,,,person__9065,"Ney, Elly",1882,1968
,,,,person__9068,"Ney, Michel",1769,1815
,,,,person__9072,"Niccodemi, Dario",1874,1934
,,,,person__9089,"Nobl, Gabor",1864,1938
,,,,person__9093,"Noeggerath, Carl",1876,1952
,,,,person__9096,"Nolde, Emil",1867,1956
,,,,person__9101,"Noorden, Carl von",1858,1944
,,,,person__9108,"Novarro, Ramón",1899,1968
,,,,person__9112,"Novák, Vítězslav",1870,1949
,,,,person__9117,"Nuitter, Charles Louis Étienne",1828,1899
,,,,person__9120,"Obal, Max",1881,1949
,,,,person__9124,"Ochs, Siegfried",1858,1929
,,,,person__9127,"Oertel, Curt",1890,1960
,,,,person__9142,"Oliven, Fritz",1874,1000
,,,,person__9146,"Ompteda, Georg von",1863,1931
,,,,person__9149,"Oppeln-Bronikowski, Friedrich von",1873,1936
,,,,person__9152,"Oppenheim, Josef",1839,1900
,,,,person__9156,"Orel, Anton",1881,1959
,,,,person__9162,"Ortner, Hermann Heinz",1895,1956
,,,,person__9166,"Osten, Eva von der",1881,1936
,,,,person__9169,"Osten, Franz",1876,1956
,,,,person__9173,"Ostenso, Martha",1900,1963
,,,,person__9194,"Pasqué, Ernst",1821,1892
,,,,person__9198,"Patry, Albert",1864,1938
,,,,person__9204,"Paulsen, Harald",1895,1954
,,,,person__9213,"Pechel, Rudolf",1882,1961
,,,,person__9221,"Perfall, Anton von",1853,1912
,,,,person__9225,"Pergolesi, Giovanni Battista",1710,1736
,,,,person__9230,"Petersen, Eilif",1852,1928
,,,,person__9233,"Petersen, Elly",1874,1965
,,,,person__9236,"Petri, Helga",1890,1945
,,,,person__9247,"Pfister, Kurt",1895,1951
,,,,person__9250,"Philippi, Josef",1841,1908
,,,,person__9254,"Philippson, Martin",1846,1916
,,,,person__9257,"Picasso, Pablo",1881,1973
,,,,person__9265,"Pick, Lupu",1886,1931
,,,,person__9271,"Piel, Harry",1892,1963
,,,,person__9274,"Pietrkowski, Edmund",1872,1936
,,,,person__9277,"Pirker, Max",1886,1931
,,,,person__9281,"Pirquet-Cesenatico, Clemens von",1874,1929
,,,,person__9287,"Pitoëff, Georges",1884,1939
,,,,person__9295,"Plaut, Paul",1894,1960
,,,,person__9298,"Ploetz, Karl",1819,1881
,,,,person__9301,"Plüschow, Gunther",1886,1931
,,,,person__9305,"Pocci, Franz von",1807,1876
,,,,person__9312,"Pohl, Max",1855,1935
,,,,person__9323,"Polko, Elise",1823,1899
,,,,person__9327,"Pollak, Robert",1880,1000
,,,,person__9330,"Pollard, Harry A.",1879,1934
,,,,person__9337,"Porges, Friedrich",1890,1978
,,,,person__9347,"Posa, Oskar C.",1873,1951
,,,,person__9354,"Pourtalès, Guy de",1881,1941
,,,,person__9357,"Preindlsberger, Milena",1863,1927
,,,,person__9367,"Prescott, William",1796,1859
,,,,person__9371,"Preuss, Paul",1886,1913
,,,,person__9375,"Pringsheim, Klaus",1883,1972
,,,,person__9379,"Proust, Marcel",1871,1922
,,,,person__9386,"Prévost, Marcel",1862,1941
,,,,person__9390,"Pulver, Max",1889,1952
,,,,person__9393,"Putz, Leo",1869,1940
,,,,person__9396,"Pünkösdy, Auguste",1890,1967
,,,,person__9399,"Quensel, Percy Dudgeon",1881,1966
,,,,person__9403,"Raabe, Wilhelm",1831,1910
,,,,person__9407,"Radler, Friedrich von",1847,1924
,,,,person__9410,"Raff, Joachim",1822,1882
,,,,person__9416,"Rameau, Jean-Philippe",1683,1764
,,,,person__9434,"Reclam, Ernst",1876,1953
,,,,person__9445,"Rehmann, Hans",1900,1939
,,,,person__9463,"Reinhard, Karl Friedrich Albert von",1761,1837
,,,,person__9467,"Reinhart, Hans",1880,1963
,,,,person__9472,"Reisch, Walter",1903,1983
,,,,person__9475,"Reisiger, Hans",1884,1968
,,,,person__9484,"Renan, Ernest",1823,1892
,,,,person__9488,"Renk, Anton",1871,1906
,,,,person__9491,"Renoir, Auguste",1841,1919
,,,,person__9495,"Rentsch, Eugen",1877,1948
,,,,person__9497,"Renz, Ernst Jakob",1815,1892
,,,,person__9500,"Retz, Jean François Paul de",1613,1679
,,,,person__9504,"Reusche, Theodor",1826,1881
,,,,person__9512,"Reventlow, Franziska von",1871,1918
,,,,person__9515,"Ribarz, Rudolf",1848,1904
,,,,person__9518,"Rice, Elmer",1892,1967
,,,,person__9525,"Ricordi, Giulio",1840,1912
,,,,person__9528,"Riemann, Johannes",1888,1959
,,,,person__9535,"Rippert, Otto",1869,1940
,,,,person__9543,"Robison, Arthur",1888,1935
,,,,person__9550,"Rodenberg, Julius",1831,1914
,,,,person__9558,"Rokitansky, Hans von",1835,1909
,,,,person__9571,"Rosar, Annie",1888,1963
,,,,person__9574,"Rosen, Erwin",1876,1923
,,,,person__9577,"Rosenkranz, Karl",1805,1879
,,,,person__9580,"Rosenquist, Thea",1896,1959
,,,,person__9582,"Rosenstock, Joseph",1895,1985
,,,,person__9585,"Ross, Colin",1885,1945
,,,,person__9589,"Roth, Joseph",1894,1939
,,,,person__9593,"Roth, Louis",1843,1929
,,,,person__9598,"Rottenberg, Ludwig",1864,1932
,,,,person__9603,"Ruederer, Josef",1861,1915
,,,,person__9609,"Ruttmann, Walter",1887,1941
,,,,person__9612,"Réti, Rudolf",1885,1957
,,,,person__9617,"Röntgen, Julius",1855,1932
,,,,person__9621,"Rühmann, Heinz",1902,1994
,,,,person__9629,"Sachs, Moriz",1865,1948
,,,,person__9632,"Salfner, Heinz",1877,1945
,,,,person__9635,"Salgó, Jakab",1849,1918
